pais,country_slug,jugador,slug,posicion_listado,primary_position,secondary_positions,wikidata_id,wikidata_label,wikidata_description,enrichment_status,birth_date,height_cm,club,shirt_number,is_captain,attack,midfield,defense,goalkeeping,ovr
Argelia,argelia,Zineddine Belaïd,zineddine-belaid,DEFENSORES,CB,[],Q100273072,Zineddine Belaïd,Algerian footballer,matched,1999-03-20,187,,,false,31,50,75,1,69
Argelia,argelia,Achref Abada,achref-abada,DEFENSORES,CB,[],Q136462891,Achref Abada,Algerian footballer (born 1999),matched,1999-06-15,,,,false,31,50,75,1,69
Argelia,argelia,Mohamed Amine Tougai,mohamed-amine-tougai,DEFENSORES,CB,[],Q81659662,Mohamed Amine Tougai,Algerian football player,matched,2000-01-22,,NA Hussein Dey,,false,36,55,80,5,74
Argelia,argelia,Nabil Bentaleb,nabil-bentaleb,MEDIOCAMPISTAS,CM,[],Q15410320,Nabil Bentaleb,Algerian and French footballer,matched,1994-11-24,187,Tottenham Hotspur F.C.,,false,65,86,67,12,84
Argelia,argelia,Hicham Boudaoui,hicham-boudaoui,MEDIOCAMPISTAS,CM,[],Q59306433,Hicham Boudaoui,Algerian footballer,matched,1999-09-23,175,Paradou AC,,false,57,78,59,4,76
Argelia,argelia,Houssem Aouar,houssem-aouar,MEDIOCAMPISTAS,CM,[],Q27927442,Houssem Aouar,Algerian-French footballer (born 1998),matched,1998-06-30,175,AS Roma,,false,60,81,62,7,79
Argelia,argelia,Farès Chaïbi,fares-chaibi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q113474248,Farès Chaïbi,Algerian and French footballer,matched,2002-11-28,183,,,false,54,75,56,1,73
Argelia,argelia,Ibrahim Maza,ibrahim-maza,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q118118504,Ibrahim Maza,Algerian-German footballer,matched,2005-11-24,177,,,false,49,70,51,1,68
Argelia,argelia,Yacine Titraoui,yacine-titraoui,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q109986890,Yacine Titraoui,Algerian footballer,matched,2003-08-26,,,,false,52,73,54,1,71
Argelia,argelia,Ramiz Zerrouki,ramiz-zerrouki,MEDIOCAMPISTAS,CM,[],Q73149048,Ramiz Zerrouki,Algerian association football player,matched,1998-05-26,183,,,false,52,73,54,1,71
Argelia,argelia,Mohamed Amoura,mohamed-amoura,DELANTEROS,ST,"[""LW"",""RW""]",Q107285723,Mohamed Amoura,Algerian footballer,matched,2000-05-09,168,Royale Union Saint-Gilloise,,false,88,63,31,8,83
Argelia,argelia,Nadhir Benbouali,nadhir-benbouali,DELANTEROS,ST,[],Q112654639,Ahmed Nadhir Benbouali,Algerian footballer (born 2000),matched,2000-04-17,190,,,false,79,54,22,1,74
Argelia,argelia,Adil Boulbina,adil-boulbina,DELANTEROS,ST,[],Q112654481,Adel Boulbina,Algerian footballer,matched,2003-05-02,177,,,false,79,54,22,1,74
Argelia,argelia,Farès Ghedjemis,fares-ghedjemis,DELANTEROS,ST,"[""LW"",""RW""]",Q124151324,Farès Ghedjemis,French professional footballer,matched,2002-09-06,180,,,false,79,54,22,1,74
Argelia,argelia,Amine Gouiri,amine-gouiri,DELANTEROS,ST,[],Q30045780,Amine Gouiri,Algerian and French footballer,matched,2000-02-16,180,OGC Nice,,false,91,66,34,11,86
Argelia,argelia,Anis Hadj Moussa,anis-hadj-moussa,DELANTEROS,ST,"[""LW"",""RW""]",Q121946144,Anis Hadj Moussa,Algerian footballer (born 2002),matched,2002-02-11,176,,,false,82,57,25,2,77
Argelia,argelia,Riyad Mahrez,riyad-mahrez,DELANTEROS,ST,"[""LW"",""RW""]",Q8338725,Riyad Mahrez,Algerian-French footballer (born 1991),matched,1991-02-21,181,Al Ahli FC,,false,78,53,21,1,73
Jordania,jordania,Yazid Abulaila,yazid-abulaila,ARQUEROS,GK,[],,,,unmatched,,,,,false,9,19,31,80,73
Jordania,jordania,Abdallah Al Fakhouri,abdallah-al-fakhouri,ARQUEROS,GK,[],Q60048828,Abdallah Al-Fakhouri,Jordanian professional footballer,matched,2000-01-22,,Al-Wehdat SC,,false,9,19,31,80,73
Jordania,jordania,Noureddin Bani Attiah,noureddin-bani-attiah,ARQUEROS,GK,[],,,,unmatched,,,,,false,9,19,31,80,73
Jordania,jordania,Mohammad Abualnadi,mohammad-abualnadi,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,32,51,76,1,70
Jordania,jordania,Husam Abu Dahab,husam-abu-dahab,DEFENSORES,CB,[],Q130244944,Husam Abu Dahab,Jordanian footballer,matched,2000-05-13,186,Al-Faisaly SC,,false,36,55,80,5,74
Jordania,jordania,Mohannad Abu Taha,mohannad-abu-taha,DEFENSORES,CB,"[""LB"",""RB""]",Q124397380,Mohannad Abu Taha,Jordanian footballer,matched,2003-02-02,177,Al-Quwa Al-Jawiya,,false,34,53,78,3,72
Jordania,jordania,Yazan Al Arab,yazan-al-arab,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,32,51,76,1,70
Jordania,jordania,Saed Al Rosan,saed-al-rosan,DEFENSORES,CB,"[""LB"",""RB""]",Q130210573,Saed Al-Rosan,Jordanian footballer,matched,1997-02-01,,,,false,33,52,77,2,71
Jordania,jordania,Anas Badawi,anas-badawi,DEFENSORES,CB,"[""LB"",""RB""]",Q135971385,Anas Badawi,Jordanian footballer,matched,1997-09-13,,,,false,31,50,75,1,69
Jordania,jordania,Abdallah Nasib,abdallah-nasib,DEFENSORES,CB,[],Q124242129,Abdallah Nasib,Jordanian professional footballer,matched,1994-02-25,184,Al-Hussein SC,,false,33,52,77,2,71
Jordania,jordania,Ihsan Haddad,ihsan-haddad,DEFENSORES,CB,"[""LB"",""RB""]",Q16236181,Ihsan Haddad,footballer,matched,1994-02-05,181,Al-Faisaly SC,,false,35,54,79,4,73
Jordania,jordania,Saleem Obaid,saleem-obaid,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,33,52,77,2,71
Jordania,jordania,Mohammad Taha,mohammad-taha,DEFENSORES,CB,"[""LB"",""RB""]",Q135287344,Mohammad Taha,Jordanian footballer,matched,2005-07-13,,,,false,27,46,71,1,65
Jordania,jordania,Mohammad Al Dawoud,mohammad-al-dawoud,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,55,76,57,2,74
Jordania,jordania,Nizar Al Rashdan,nizar-al-rashdan,MEDIOCAMPISTAS,CDM,[],Q124302622,Nizar Al-Rashdan,Jordanian professional footballer,matched,1999-03-23,185,Al-Zawra'a SC,,false,47,76,68,4,75
Jordania,jordania,Noor Al Rawabdeh,noor-al-rawabdeh,MEDIOCAMPISTAS,CM,[],Q106173174,Noor Al-Rawabdeh,Jordanian footballer,matched,1997-02-24,182,Selangor F.C.,,false,59,80,61,6,78
Jordania,jordania,Rajaei Ayed,rajaei-ayed,MEDIOCAMPISTAS,CM,[],Q15983763,Raja'i Ayed,Jordanian footballer,matched,1993-07-25,,Al-Wehdat SC,,false,54,75,56,1,73
Jordania,jordania,Amer Jamous,amer-jamous,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q130495887,Amer Jamous,Jordanian footballer,matched,2002-07-03,174,,,false,52,73,54,1,71
Jordania,jordania,Yousef Qashi,yousef-qashi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q131100987,Yousef Qashi,Jordanian footballer (born 2005),matched,2005-04-15,,,,false,54,75,56,1,73
Jordania,jordania,Ibrahim Sadeh,ibrahim-sadeh,MEDIOCAMPISTAS,CM,[],Q106173160,Ibrahim Sadeh,Jordanian footballer,matched,2000-04-27,181,Al-Khor Sports Club,,false,57,78,59,4,76
Jordania,jordania,Mohammad Abu Zraiq,mohammad-abu-zraiq,DELANTEROS,ST,"[""LW"",""RW""]",,,,unmatched,,,,,false,80,55,23,1,75
Jordania,jordania,Mousa Al Tamari,mousa-al-tamari,DELANTEROS,ST,"[""LW"",""RW""]",Q27909473,Musa Al-Taamari,Jordanian footballer,matched,1997-06-10,178,APOEL F.C.,,false,84,59,27,4,79
Jordania,jordania,Ali Azaizeh,ali-azaizeh,DELANTEROS,ST,"[""LW"",""RW""]",Q131822292,Ali Al-Azaizeh,Jordanian footballer (born 2004),matched,2004-04-13,,,,false,80,55,23,1,75
Jordania,jordania,Odeh Fakhoury,odeh-fakhoury,DELANTEROS,ST,"[""LW"",""RW""]",,,,unmatched,,,,,false,78,53,21,1,73
Jordania,jordania,Ali Olwan,ali-olwan,DELANTEROS,ST,[],Q107130635,Ali Olwan,Jordanian footballer,matched,2000-03-26,183,Al-Karma SC,,false,82,57,25,2,77
Jordania,jordania,Ibrahim Sabra,ibrahim-sabra,DELANTEROS,ST,"[""LW"",""RW""]",Q123203666,Ibrahim Sabrah,Jordanian association football player,matched,2006-02-01,184,Göztepe S.K.,,false,83,58,26,3,78
Portugal,portugal,Diogo Costa,diogo-costa,ARQUEROS,GK,[],Q26255578,Diogo Costa,Portuguese footballer (born 1999),matched,1999-09-19,192,FC Porto,,false,16,26,38,87,80
Portugal,portugal,José Sá,jose-sa,ARQUEROS,GK,[],,,,unmatched,,,,,false,7,17,29,78,71
Portugal,portugal,Rui Silva,rui-silva,ARQUEROS,GK,[],,,,unmatched,,,,,false,9,19,31,80,73
Portugal,portugal,Ricardo Velho,ricardo-velho,ARQUEROS,GK,[],Q38182359,Ricardo Velho,association football player,matched,1998-08-20,188,S.C. Braga,,false,15,25,37,86,79
Portugal,portugal,Diogo Dalot,diogo-dalot,DEFENSORES,CB,[],Q26255506,Diogo Dalot,Portuguese footballer (born 1999),matched,1999-03-18,185,FC Porto,,false,42,61,86,11,80
Portugal,portugal,Nélson Semedo,nelson-semedo,DEFENSORES,CB,[],Q16235823,Nélson Semedo,Portuguese footballer (born 1993),matched,1993-11-16,177,Fenerbahçe Istanbul,,false,35,54,79,4,73
Portugal,portugal,Joao Cancelo,joao-cancelo,DEFENSORES,CB,[],Q6298063,João Cancelo,Portuguese footballer (born 1994),matched,1994-05-27,182,Al Hilal SFC,,false,31,50,75,1,69
Portugal,portugal,Nuno Mendes,nuno-mendes,DEFENSORES,CB,[],Q96396963,Nuno Mendes,Portuguese footballer (born 2002),matched,2002-06-19,183,Paris Saint-Germain FC,,false,42,61,86,11,80
Portugal,portugal,Goncalo Inácio,goncalo-inacio,DEFENSORES,CB,[],Q99955331,Gonçalo Inácio,Portuguese footballer (born 2001),matched,2001-08-25,185,Sporting CP,,false,39,58,83,8,77
Portugal,portugal,Renato Veiga,renato-veiga,DEFENSORES,CB,"[""LB"",""RB""]",Q116700351,Renato Veiga,Portuguese footballer (born 2003),matched,2003-07-29,190,,,false,31,50,75,1,69
Portugal,portugal,Rúben Dias,ruben-dias,DEFENSORES,CB,[],Q21621168,Rúben Dias,Portuguese footballer (born 1997),matched,1997-05-14,186,Manchester City F.C.,,false,43,62,87,12,81
Portugal,portugal,Tomás Araújo,tomas-araujo,DEFENSORES,CB,"[""LB"",""RB""]",Q99617294,Tomás Araújo,Portuguese footballer (born 2002),matched,2002-05-16,187,,,false,30,49,74,1,68
Portugal,portugal,Rúben Neves,ruben-neves,MEDIOCAMPISTAS,CM,[],Q17486599,Rúben Neves,Portuguese footballer (born 1997),matched,1997-03-13,185,Portugal men's national football team,,false,55,76,57,2,74
Portugal,portugal,Matheus Nunes,matheus-nunes,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q126203764,Matheus Nunes,Brazilian footballer,matched,2003-05-05,,,,false,53,74,55,1,72
Portugal,portugal,Samú Costa,samu-costa,MEDIOCAMPISTAS,CM,[],Q97441426,Samú Costa,Portuguese footballer (born 2000),matched,2000-11-27,185,,,false,52,73,54,1,71
Portugal,portugal,Joao Neves,joao-neves,MEDIOCAMPISTAS,CDM,[],Q113551733,João Neves,Portuguese footballer (born 2004),matched,2004-09-27,174,Paris Saint-Germain FC,,false,54,83,75,11,82
Portugal,portugal,Vitinha,vitinha,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q105944494,Vitinha,Portuguese footballer,matched,1999-01-30,,,,false,55,76,57,2,74
Portugal,portugal,Bruno Fernandes,bruno-fernandes,MEDIOCAMPISTAS,CM,[],Q4979316,Bruno Fernandes,Portuguese association football player (born 1994),matched,1994-09-08,179,Manchester United F.C.,,false,65,86,67,12,84
Portugal,portugal,Bernardo Silva,bernardo-silva,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q106075808,Bernardo Silva,Portuguese association football player (2001-),matched,2001-05-31,,,,false,54,75,56,1,73
Portugal,portugal,João Félix,joao-felix,DELANTEROS,ST,"[""LW"",""RW""]",Q131399506,João Félix,Portuguese association football player (born 2003),matched,2003-01-23,,L.G.C. Moncarapachense,,false,86,61,29,6,81
Portugal,portugal,Francisco Trincao,francisco-trincao,DELANTEROS,ST,[],Q24084271,Francisco Trincão,Portuguese footballer (born 1999),matched,1999-12-29,186,Sporting CP,,false,89,64,32,9,84
Portugal,portugal,Francisco Conceicao,francisco-conceicao,DELANTEROS,RW,[],Q99617367,Francisco Conceição,Portuguese footballer (born 2002),matched,2002-12-14,170,Juventus FC,,false,78,66,31,2,76
Portugal,portugal,Pedro Neto,pedro-neto,DELANTEROS,ST,"[""LW"",""RW""]",Q30036972,Pedro Neto,Portuguese footballer (born 2000),matched,2000-03-09,173,Chelsea F.C.,,false,95,70,38,15,90
Portugal,portugal,Rafael Leao,rafael-leao,DELANTEROS,ST,[],Q30055335,Rafael Leão,Portuguese footballer (born 1999),matched,1999-06-10,188,AC Milan,,false,91,66,34,11,86
Portugal,portugal,Goncalo Guedes,goncalo-guedes,DELANTEROS,ST,[],Q16729477,Gonçalo Guedes,Portuguese footballer (born 1996),matched,1996-11-29,178,Real Sociedad,,false,90,65,33,10,85
Portugal,portugal,Goncalo Ramos,goncalo-ramos,DELANTEROS,ST,[],Q60621615,Gonçalo Ramos,Portuguese footballer (born 2001),matched,2001-06-20,185,Paris Saint-Germain FC,,false,91,66,34,11,86
Portugal,portugal,Cristiano Ronaldo,cristiano-ronaldo,DELANTEROS,ST,[],Q11571,Cristiano Ronaldo,Portuguese association football player (born 1985) who play for al nassar fc,matched,1985-02-05,185,Al-Nassr,,false,81,56,24,1,76
Colombia,colombia,Camilo Vargas,camilo-vargas,ARQUEROS,GK,[],Q5026758,Camilo Vargas,Colombian association football player,matched,1989-03-09,185,Argentinos Juniors,,false,8,18,30,79,72
Colombia,colombia,David Ospina,david-ospina,ARQUEROS,GK,[],Q436987,David Ospina,Colombian association football player,matched,1988-08-31,183,Atlético Nacional,,false,5,15,27,76,69
Colombia,colombia,Álvaro Montero,alvaro-montero,ARQUEROS,GK,[],Q16232790,Álvaro Montero,Spanish footballer,matched,1989-11-05,,UD Almería B,,false,7,17,29,78,71
Colombia,colombia,Daniel Muñoz,daniel-munoz,DEFENSORES,CB,[],Q56703599,Daniel Muñoz,Colombian association football player,matched,1996-05-25,180,Crystal Palace F.C.,,false,38,57,82,7,76
Colombia,colombia,Santiago Arias,santiago-arias,DEFENSORES,CB,[],Q2502118,Santiago Arias,Colombian association football player,matched,1992-01-13,175,Club Atlético Independiente,,false,31,50,75,1,69
Colombia,colombia,Yerry Mina,yerry-mina,DEFENSORES,CB,[],Q16648816,Yerry Mina,Colombian association football player,matched,1994-09-23,195,Cagliari Calcio,,false,36,55,80,5,74
Colombia,colombia,Davinson Sánchez,davinson-sanchez,DEFENSORES,CB,[],Q20737387,Dávinson Sánchez,Colombian footballer,matched,1996-06-12,188,Atlético Nacional,,false,34,53,78,3,72
Colombia,colombia,Jhon Lucumí,jhon-lucumi,DEFENSORES,CB,[],Q21573188,Jhon Lucumí,Colombian association football player,matched,1998-06-26,187,Deportivo Cali,,false,32,51,76,1,70
Colombia,colombia,Willer Ditta,willer-ditta,DEFENSORES,CB,"[""LB"",""RB""]",Q79880395,Willer Ditta,Colombian association football player,matched,1997-01-23,180,Junior de Barranquilla,,false,32,51,76,1,70
Colombia,colombia,Yohan Mojica,yohan-mojica,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,33,52,77,2,71
Colombia,colombia,Déiver Machado,deiver-machado,DEFENSORES,CB,[],Q19266811,Déiver Machado,Colombian footballer,matched,1993-09-02,172,Millonarios,,false,35,54,79,4,73
Colombia,colombia,Richard Ríos,richard-rios,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q6108696,Richard Ríos,Bolivian association football player,matched,1986-06-11,,Club Universitario,,false,54,75,56,1,73
Colombia,colombia,Jefferson Lerma,jefferson-lerma,MEDIOCAMPISTAS,CM,[],Q16300824,Jefferson Lerma,Colombian association football player,matched,1994-10-25,179,Crystal Palace F.C.,,false,61,82,63,8,80
Colombia,colombia,Gustavo Puerta,gustavo-puerta,MEDIOCAMPISTAS,CM,[],Q116447721,Gustavo Puerta,Colombian footballer (born 2003),matched,2003-07-23,172,Bayer 04 Leverkusen,,false,67,88,69,14,86
Colombia,colombia,Kevin Castaño,kevin-castano,MEDIOCAMPISTAS,CM,[],Q117289166,Kevin Castaño,Colombian footballer,matched,2000-09-29,177,FC Krasnodar,,false,59,80,61,6,78
Colombia,colombia,Jhon Arias,jhon-arias,MEDIOCAMPISTAS,CM,[],Q65378670,Jhon Arias,Colombian footballer,matched,1997-09-21,168,Sociedade Esportiva Palmeiras,,false,58,79,60,5,77
Colombia,colombia,James Rodríguez,james-rodriguez,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q368441,James Rodríguez,Colombian association football player,matched,1991-07-12,180,Minnesota United FC,,false,57,78,59,4,76
Colombia,colombia,Juan Fernando Quintero,juan-fernando-quintero,MEDIOCAMPISTAS,CM,[],Q2092409,Juan Fernando Quintero,Colombian association football player,matched,1993-01-18,169,Club Atlético River Plate,,false,56,77,58,3,75
Colombia,colombia,Jorge Carrascal,jorge-carrascal,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q19362872,Jorge Carrascal,Colombian football player,matched,1998-05-25,180,Sevilla Atlético,,false,56,77,58,3,75
Colombia,colombia,Juan Camilo Portilla,juan-camilo-portilla,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,55,76,57,2,74
Colombia,colombia,Luis Díaz,luis-diaz,DELANTEROS,LW,[],Q28531111,Luis Díaz,Colombian association football player (born 1997),matched,1997-01-13,178,FC Bayern Munich,,false,90,78,43,14,88
Colombia,colombia,Luis Suárez,luis-suarez,DELANTEROS,ST,[],Q26517,Luis Suárez,Uruguayan association football player,matched,1987-01-24,182,Inter Miami CF,,false,79,54,22,1,74
Colombia,colombia,Carlos Gómez,carlos-gomez,DELANTEROS,ST,"[""LW"",""RW""]",Q60840457,Carlos Gómez,Peruvian footballer,matched,1997-09-18,185,Club Alianza Lima,,false,83,58,26,3,78
Colombia,colombia,Jaminton Campaz,jaminton-campaz,DELANTEROS,ST,"[""LW"",""RW""]",Q30050934,Jaminton Campaz,Colombian soccer player,matched,2000-05-24,165,Grêmio FBPA,,false,84,59,27,4,79
Colombia,colombia,Jhon Córdoba,jhon-cordoba,DELANTEROS,ST,[],Q209847,Jhon Córdoba,Colombian footballer,matched,1993-05-11,188,1. FSV Mainz 05,,false,86,61,29,6,81
Colombia,colombia,Juan Camilo Hernández,juan-camilo-hernandez,DELANTEROS,ST,"[""LW"",""RW""]",Q5948085,Juan Camilo Hernández,Colombian footballer (1993),matched,1993-04-20,,Atlético de Cali,,false,86,61,29,6,81
República Democrática Del Congo,republica-democratica-del-congo,Lionel Mpasi,lionel-mpasi,ARQUEROS,GK,[],Q86041826,Lionnel Mpasi,DR Congolese and French association football player,matched,1994-08-01,182,,,false,8,18,30,79,72
República Democrática Del Congo,republica-democratica-del-congo,Timothy Fayulu,timothy-fayulu,ARQUEROS,GK,[],Q65680079,Timothy Fayulu,Swiss footballer,matched,1999-07-24,192,FC Sion,,false,10,20,32,81,74
República Democrática Del Congo,republica-democratica-del-congo,Mattieu Epolo,mattieu-epolo,ARQUEROS,GK,[],,,,unmatched,,,,,false,9,19,31,80,73
República Democrática Del Congo,republica-democratica-del-congo,Chancel Mbemba,chancel-mbemba,DEFENSORES,CB,[],Q3196721,Chancel Mbemba,Congolese association football player,matched,1994-08-08,182,Newcastle United F.C.,,false,39,58,83,8,77
República Democrática Del Congo,republica-democratica-del-congo,Axel Tuanzebe,axel-tuanzebe,DEFENSORES,CB,[],Q27019988,Axel Tuanzebe,English association football player,matched,1997-11-14,185,Manchester United F.C.,,false,43,62,87,12,81
República Democrática Del Congo,republica-democratica-del-congo,Aaron Tshibola,aaron-tshibola,DEFENSORES,CB,"[""LB"",""RB""]",Q18128872,Aaron Tshibola,association football player (born 1995),matched,1995-01-02,191,Reading F.C.,,false,37,56,81,6,75
República Democrática Del Congo,republica-democratica-del-congo,Steve Kapuadi,steve-kapuadi,DEFENSORES,CB,"[""LB"",""RB""]",Q85291597,Steve Kapuadi,French footballer,matched,1998-04-30,193,FK Inter Bratislava,,false,35,54,79,4,73
República Democrática Del Congo,republica-democratica-del-congo,Dylan Batubinsika,dylan-batubinsika,DEFENSORES,CB,[],Q34360045,Dylan Batubinsika,Congolese international footballer who plays as a central defender for AS Saint-Étienne,matched,1996-02-15,184,Royal Antwerp F.C.,,false,40,59,84,9,78
República Democrática Del Congo,republica-democratica-del-congo,Aaron Wan-Bissaka,aaron-wan-bissaka,DEFENSORES,CB,[],Q50137347,Aaron Wan-Bissaka,DR Congo footballer (born 1997),matched,1997-11-26,183,West Ham United F.C.,,false,41,60,85,10,79
República Democrática Del Congo,republica-democratica-del-congo,Gédéon Kalulu,gedeon-kalulu,DEFENSORES,CB,[],Q66528692,Gédéon Kalulu,DR Congolese footballer,matched,1997-08-29,178,Football Bourg-en-Bresse Péronnas 01,,false,36,55,80,5,74
República Democrática Del Congo,republica-democratica-del-congo,Arthur Masuaku,arthur-masuaku,DEFENSORES,CB,[],Q16010783,Arthur Masuaku,DR Congolese and French footballer,matched,1993-11-07,179,Olympiacos F.C.,,false,40,59,84,9,78
República Democrática Del Congo,republica-democratica-del-congo,Joris Kayembe,joris-kayembe,DEFENSORES,CB,"[""LB"",""RB""]",Q16979997,Joris Kayembe,Congolese and Belgian footballer,matched,1994-08-08,180,Rio Ave F.C.,,false,40,59,84,9,78
República Democrática Del Congo,republica-democratica-del-congo,Noah Sadiki,noah-sadiki,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q112112992,Noah Sadiki,Congolese footballer,matched,2004-12-17,173,Royale Union Saint-Gilloise,,false,59,80,61,6,78
República Democrática Del Congo,republica-democratica-del-congo,Charles Pickel,charles-pickel,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q24256738,Charles Pickel,Congolese international footballer. He plays as a defensive midfielder for US Cremonese,matched,1997-05-15,180,RCD Espanyol de Barcelona,,false,58,79,60,5,77
República Democrática Del Congo,republica-democratica-del-congo,Samuel Moutussamy,samuel-moutussamy,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,53,74,55,1,72
República Democrática Del Congo,republica-democratica-del-congo,Ngal’ayel Mukau,ngal-ayel-mukau,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q116151074,Ngal'ayel Mukau,"Congolese international footballer, who plays as a midfielder for LOSC Lille",matched,2004-11-03,186,,,false,52,73,54,1,71
República Democrática Del Congo,republica-democratica-del-congo,Edo Kayembe,edo-kayembe,MEDIOCAMPISTAS,CM,[],Q46699047,Edo Kayembe,Congolese association football player,matched,1998-08-03,183,K.A.S. Eupen,,false,60,81,62,7,79
República Democrática Del Congo,republica-democratica-del-congo,Nathanael Mbuku,nathanael-mbuku,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q66363768,Nathanaël Mbuku,Congolese international footballer who plays as a striker for Dinamo Zagreb,matched,2002-03-16,170,Stade de Reims,,false,61,82,63,8,80
República Democrática Del Congo,republica-democratica-del-congo,Brian Cipenga,brian-cipenga,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q127271091,Brian Cipenga,Congolese footballer (born 1998),matched,1998-01-01,172,,,false,52,73,54,1,71
República Democrática Del Congo,republica-democratica-del-congo,Gaël Kakuta,gael-kakuta,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q299703,Gaël Kakuta,Congolese-French footballer (born 1991),matched,1991-06-21,173,Hebei F.C.,,false,53,74,55,1,72
República Democrática Del Congo,republica-democratica-del-congo,Meschack Elía,meschack-elia,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q22162731,Elia Meschak,Congolese association football player,matched,1997-08-06,173,DR Congo men's national football team,,false,60,81,62,7,79
República Democrática Del Congo,republica-democratica-del-congo,Théo Bongonda,theo-bongonda,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q14948183,Theo Bongonda,"Congolese international footballer, of Belgian origin2, who plays the post of attacker at Spartak Moscow",matched,1995-11-20,177,Spartak Moscow,,false,56,77,58,3,75
República Democrática Del Congo,republica-democratica-del-congo,Cédric Bakambu,cedric-bakambu,DELANTEROS,ST,[],Q932982,Cédric Bakambu,Congolese footballer,matched,1991-04-11,183,Olympique de Marseille,,false,85,60,28,5,80
República Democrática Del Congo,republica-democratica-del-congo,Yoane Wissa,yoane-wissa,DELANTEROS,ST,[],Q28101965,Yoane Wissa,Congolese-French footballer (born 1996),matched,1996-09-03,176,Newcastle United F.C.,,false,90,65,33,10,85
República Democrática Del Congo,republica-democratica-del-congo,Fiston Kalala Mayele,fiston-kalala-mayele,DELANTEROS,ST,"[""LW"",""RW""]",Q117287348,Fiston Mayele,Congolese association football player,matched,1994-06-24,185,,,false,78,53,21,1,73
República Democrática Del Congo,republica-democratica-del-congo,Simon Banza,simon-banza,DELANTEROS,ST,"[""LW"",""RW""]",Q23887828,Simon Banza,Congolese international footballer playing as a striker at Trabzonspor on loan from SC Braga,matched,1996-08-13,189,R.C. Lens,,false,82,57,25,2,77
Uzbekistán,uzbekistan,Utkir Yusupov,utkir-yusupov,ARQUEROS,GK,[],Q60298555,Utkir Yusupov,Uzbekistani association football player,matched,1991-01-04,185,Nasaf Qarshi,,false,11,21,33,82,75
Uzbekistán,uzbekistan,Botirali Ergashev,botirali-ergashev,ARQUEROS,GK,[],Q51670751,Botirali Ergashev,association football player (1995-),matched,1995-06-23,,Pakhtakor Tashkent FK,,false,9,19,31,80,73
Uzbekistán,uzbekistan,Abduvokhid Nematov,abduvokhid-nematov,ARQUEROS,GK,[],,,,unmatched,,,,,false,9,19,31,80,73
Uzbekistán,uzbekistan,Abdukodir Khusanov,abdukodir-khusanov,DEFENSORES,CB,[],Q111479885,Abdukodir Khusanov,Uzbek association football player,matched,2004-02-29,186,R.C. Lens,,false,35,54,79,4,73
Uzbekistán,uzbekistan,Khozhiakbar Alizhonov,khozhiakbar-alizhonov,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,31,50,75,1,69
Uzbekistán,uzbekistan,Farrukh Sayfiev,farrukh-sayfiev,DEFENSORES,CB,"[""LB"",""RB""]",Q18753041,Farrukh Sayfiev,Uzbekistani professional footballer,matched,1991-01-17,183,FC Neftchi Fergana,,false,32,51,76,1,70
Uzbekistán,uzbekistan,Rustam Ashurmatov,rustam-ashurmatov,DEFENSORES,CB,[],Q55138415,Rustam Ashurmatov,Uzbekistani association football player,matched,1996-07-07,182,F.C. Bunyodkor,,false,33,52,77,2,71
Uzbekistán,uzbekistan,Sherzod Nasrullaev,sherzod-nasrullaev,DEFENSORES,CB,"[""LB"",""RB""]",Q124101458,Sherzod Nasrullaev,Uzbek footballer,matched,1998-07-23,183,,,false,31,50,75,1,69
